image_path,model,class_id,class_name,conf,x1,y1,x2,y2,width,height,inf_ms
/home/brandon/Projects/ped-detector-yolo-detr/caltech-pedestrian-IITP-1/valid/images/test07_V000_1822_squared_png_jpg.rf.14d3eae30680510c3e4c47253d59dd3c.jpg,YOLOv8n,0,person,0.8821054697036743,153.80484008789062,136.970703125,273.0842590332031,369.9102783203125,640,640,7.287956774234772
/home/brandon/Projects/ped-detector-yolo-detr/caltech-pedestrian-IITP-1/valid/images/test07_V000_1822_squared_png_jpg.rf.14d3eae30680510c3e4c47253d59dd3c.jpg,YOLOv8n,0,person,0.7988759279251099,395.37725830078125,140.58303833007812,469.19354248046875,349.81170654296875,640,640,7.287956774234772
/home/brandon/Projects/ped-detector-yolo-detr/caltech-pedestrian-IITP-1/valid/images/test07_V000_1822_squared_png_jpg.rf.14d3eae30680510c3e4c47253d59dd3c.jpg,YOLOv8n,0,person,0.7482163310050964,569.732177734375,153.2589111328125,618.47802734375,272.35125732421875,640,640,7.287956774234772
/home/brandon/Projects/ped-detector-yolo-detr/caltech-pedestrian-IITP-1/valid/images/test07_V000_1822_squared_png_jpg.rf.14d3eae30680510c3e4c47253d59dd3c.jpg,YOLOv8n,0,person,0.7465484142303467,208.31927490234375,140.3701171875,296.28302001953125,347.8961181640625,640,640,7.287956774234772
/home/brandon/Projects/ped-detector-yolo-detr/caltech-pedestrian-IITP-1/valid/images/test07_V000_1822_squared_png_jpg.rf.14d3eae30680510c3e4c47253d59dd3c.jpg,YOLOv8n,0,person,0.6339466571807861,309.9966125488281,192.41168212890625,327.6576232910156,239.6488037109375,640,640,7.287956774234772
/home/brandon/Projects/ped-detector-yolo-detr/caltech-pedestrian-IITP-1/valid/images/test07_V000_1822_squared_png_jpg.rf.14d3eae30680510c3e4c47253d59dd3c.jpg,YOLOv8n,0,person,0.4658174216747284,390.4085693359375,197.445068359375,467.23284912109375,332.4156494140625,640,640,7.287956774234772
/home/brandon/Projects/ped-detector-yolo-detr/caltech-pedestrian-IITP-1/valid/images/test07_V000_1822_squared_png_jpg.rf.14d3eae30680510c3e4c47253d59dd3c.jpg,YOLOv8n,0,person,0.42977839708328247,553.4342651367188,198.7847900390625,568.2637329101562,228.41192626953125,640,640,7.287956774234772
/home/brandon/Projects/ped-detector-yolo-detr/caltech-pedestrian-IITP-1/valid/images/test07_V000_1822_squared_png_jpg.rf.14d3eae30680510c3e4c47253d59dd3c.jpg,YOLOv8n,0,person,0.4158751368522644,622.570068359375,194.9501953125,637.298828125,243.18829345703125,640,640,7.287956774234772
/home/brandon/Projects/ped-detector-yolo-detr/caltech-pedestrian-IITP-1/valid/images/test07_V000_1822_squared_png_jpg.rf.772d1733bee30fc17400186f1b55f66b.jpg,YOLOv8n,0,person,0.8721352815628052,368.1727294921875,137.8577880859375,485.203369140625,371.198974609375,640,640,7.418522611260414
/home/brandon/Projects/ped-detector-yolo-detr/caltech-pedestrian-IITP-1/valid/images/test07_V000_1822_squared_png_jpg.rf.772d1733bee30fc17400186f1b55f66b.jpg,YOLOv8n,0,person,0.8247491121292114,170.88931274414062,139.48602294921875,242.46829223632812,350.31683349609375,640,640,7.418522611260414
